,Date,Ticker,NAV,Share out standing,Asset of class,Asset of fund,Distribution yield,YTM
0,demo,demo,demo,demo,demo,demo,demo,demo
810,2021-02-03,EIMI,37.54,"499,673,346","18,756,476,081","19,403,968,775",1.62,-
811,2021-02-03,IWDA,73.51,"404,123,307","29,708,404,169","31,111,142,397",1.33,-
812,2021-02-03,DPYA,5.32,"24,353,673","129,600,358","2,211,111,245",2.90,-
813,2021-02-03,LQDA,6.45,"330,791,641","2,133,300,186","8,760,084,793",2.83,2.05%
814,2021-02-03,EMCA,6.09,"93,497,108","568,976,569","1,557,927,941",3.98,3.33%
815,2021-02-03,IUAA,5.86,"371,648,235","2,178,510,258","3,579,557,945",2.06,1.08%
816,2021-02-03,EIMI,38.10,"499,673,346","19,038,136,600","19,695,352,502",1.62,-
817,2021-02-03,IWDA,74.44,"404,123,307","30,083,127,159","31,503,553,757",1.33,-
818,2021-02-03,DPYA,5.33,"24,353,673","129,863,562","2,215,601,534",2.90,-
819,2021-02-03,LQDA,6.44,"325,621,115","2,095,716,469","8,587,143,428",2.83,2.05%
820,2021-02-03,EMCA,6.09,"101,764,437","619,780,199","1,673,713,679",3.98,3.33%
821,2021-02-03,IUAA,5.85,"370,409,700","2,168,180,850","3,574,496,889",2.06,1.08%
822,2021-02-04,EIMI,38.42,"499,673,346","19,196,179,060","19,858,850,749",1.60,-
823,2021-02-04,IWDA,74.61,"403,871,309","30,131,006,072","31,573,284,403",1.31,-
824,2021-02-04,DPYA,5.34,"24,703,809","131,946,282","2,249,146,106",2.89,-
825,2021-02-04,LQDA,6.43,"324,621,115","2,085,934,978","8,573,376,186",2.83,2.07%
826,2021-02-04,EMCA,6.09,"102,072,024","621,811,120","1,674,134,831",3.97,3.31%
827,2021-02-04,IUAA,5.84,"370,409,700","2,164,416,241","3,568,289,715",2.06,1.09%
828,2021-02-05,EIMI,38.29,"499,673,346","19,130,891,453","19,791,309,347",1.58,-
829,2021-02-05,IWDA,75.15,"403,789,009","30,344,637,724","31,803,569,955",1.31,-
830,2021-02-05,DPYA,5.35,"24,703,809","132,243,888","2,254,218,974",2.89,-
831,2021-02-05,LQDA,6.43,"318,457,050","2,048,285,672","8,527,234,035",2.84,2.08%
832,2021-02-05,EMCA,6.09,"102,722,021","626,050,219","1,678,551,324",3.97,3.30%
833,2021-02-05,IUAA,5.84,"372,672,960","2,177,972,370","3,579,410,419",2.07,1.11%
834,2021-02-06,EIMI,38.50,"499,673,346","19,237,155,838","19,901,242,087",1.59,-
835,2021-02-06,IWDA,75.58,"404,758,186","30,593,366,450","32,064,183,402",1.30,-
836,2021-02-09,EIMI,38.65,"499,673,346","19,311,647,214","19,978,304,981",1.58,-
837,2021-02-09,IWDA,76.20,"403,387,404","30,737,479,233","32,358,235,020",1.29,-
838,2021-02-09,DPYA,5.40,"24,703,809","133,474,225","2,285,280,449",2.86,-
839,2021-02-09,LQDA,6.44,"313,030,738","2,016,764,618","8,515,663,105",2.84,2.08%
840,2021-02-09,EMCA,6.10,"104,722,021","639,047,351","1,692,880,537",3.97,3.27%
841,2021-02-09,IUAA,5.84,"371,927,620","2,172,848,957","3,618,217,834",2.07,1.10%
842,2021-02-11,EIMI,39.26,"499,446,704","19,608,646,763","20,294,762,597",1.55,-
843,2021-02-11,IWDA,76.33,"404,650,739","30,888,335,196","32,515,142,058",1.28,-
844,2021-02-11,DPYA,5.46,"24,823,809","135,528,941","2,309,242,578",2.82,-
845,2021-02-11,LQDA,6.45,"314,439,110","2,028,203,768","8,558,058,634",2.83,2.04%
846,2021-02-11,EMCA,6.11,"103,373,388","631,430,950","1,694,532,052",3.96,3.24%
847,2021-02-11,IUAA,5.85,"373,313,438","2,184,775,452","3,635,722,628",2.06,1.08%
848,2021-02-12,EIMI,39.40,"499,446,704","19,678,926,674","20,367,501,635",1.55,-
849,2021-02-12,IWDA,76.52,"404,640,232","30,962,873,727","32,594,451,625",1.28,-
850,2021-02-12,DPYA,5.48,"24,823,809","136,028,048","2,307,935,956",2.82,-
851,2021-02-12,LQDA,6.44,"315,230,563","2,029,100,808","8,520,342,773",2.83,2.04%
852,2021-02-12,EMCA,6.11,"103,413,388","632,285,077","1,696,169,969",3.96,3.24%
853,2021-02-12,IUAA,5.85,"375,613,438","2,196,079,675","3,632,155,216",2.06,1.08%
854,2021-02-13,EIMI,39.43,"499,446,704","19,694,075,836","20,383,180,873",1.54,-
855,2021-02-13,IWDA,76.84,"404,640,232","31,092,863,300","32,731,287,236",1.28,-
856,2021-02-13,DPYA,5.48,"24,823,809","136,044,202","2,308,209,998",3.40,-
857,2021-02-13,LQDA,6.41,"313,286,055","2,007,771,689","8,457,473,494",2.83,2.06%
858,2021-02-13,EMCA,6.11,"102,871,989","628,579,519","1,703,517,496",3.96,3.23%
859,2021-02-13,IUAA,5.83,"375,803,982","2,190,903,870","3,621,757,101",2.07,1.09%
860,2021-02-15,EIMI,39.43,"499,446,704","19,694,075,836","20,383,180,873",1.54,-
861,2021-02-15,IWDA,76.84,"404,640,232","31,092,863,300","32,731,287,236",1.28,-
862,2021-02-15,DPYA,5.48,"24,823,809","136,044,202","2,308,209,998",3.40,-
863,2021-02-15,LQDA,6.41,"313,286,055","2,007,771,689","8,457,473,494",2.83,2.09%
864,2021-02-15,EMCA,6.11,"102,871,989","628,579,519","1,703,517,496",3.96,3.23%
865,2021-02-15,IUAA,5.83,"375,803,982","2,190,903,870","3,621,757,101",2.07,1.13%
866,2021-02-16,EIMI,39.68,"499,446,704","19,818,413,057","20,511,868,712",1.54,-
867,2021-02-16,IWDA,77.13,"404,640,232","31,211,790,787","32,856,466,744",1.27,-
868,2021-02-16,DPYA,5.49,"24,823,809","136,395,980","2,314,178,024",3.40,-
869,2021-02-16,LQDA,6.41,"313,486,055","2,009,204,830","8,458,108,834",2.85,2.09%
870,2021-02-16,EMCA,6.11,"103,584,498","632,986,149","1,715,223,669",3.96,3.23%
871,2021-02-16,IUAA,5.83,"376,168,272","2,193,146,411","3,632,446,731",2.07,1.13%
872,2021-02-19,EIMI,39.89,"499,057,625","19,907,302,317","20,619,931,742",1.52,-
873,2021-02-19,IWDA,76.77,"406,612,747","31,217,684,871","32,881,455,002",1.27,-
874,2021-02-19,DPYA,5.46,"24,823,809","135,589,394","2,300,488,913",2.68,-
875,2021-02-19,LQDA,6.39,"311,882,463","1,991,387,743","8,435,201,396",2.86,2.13%
876,2021-02-19,EMCA,6.10,"103,584,498","631,637,049","1,711,567,606",3.97,3.24%
877,2021-02-19,IUAA,5.81,"374,128,892","2,175,550,690","3,573,569,080",2.08,1.20%
878,2021-02-19,EIMI,39.39,"499,063,728","19,656,864,300","20,360,279,702",1.52,-
879,2021-02-19,IWDA,76.43,"406,483,614","31,066,025,156","32,732,070,363",1.27,-
880,2021-02-19,DPYA,5.43,"24,823,809","134,746,184","2,286,182,475",2.68,-
881,2021-02-19,LQDA,6.39,"311,924,812","1,993,774,299","8,401,723,694",2.86,2.13%
882,2021-02-19,EMCA,6.10,"110,584,498","675,051,392","1,790,393,842",3.97,3.24%
883,2021-02-19,IUAA,5.81,"373,881,185","2,173,935,278","3,573,281,128",2.08,1.20%
884,2021-02-22,EIMI,39.52,"499,063,728","19,722,935,195","20,428,714,926",1.54,-
885,2021-02-22,IWDA,76.53,"406,483,614","31,106,912,695","32,775,143,720",1.28,-
886,2021-02-22,DPYA,5.46,"24,823,809","135,466,040","2,298,395,657",2.69,-
887,2021-02-22,LQDA,6.36,"311,121,824","1,977,631,132","8,304,683,281",2.85,2.17%
888,2021-02-22,EMCA,6.10,"110,584,498","674,367,889","1,788,628,781",3.96,3.24%
889,2021-02-22,IUAA,5.80,"374,049,939","2,168,247,195","3,562,320,210",2.08,1.22%
890,2021-02-23,EIMI,38.68,"499,063,728","19,304,366,906","19,995,168,286",1.54,-
891,2021-02-23,IWDA,76.03,"406,483,614","30,906,294,124","32,563,751,232",1.28,-
892,2021-02-23,DPYA,5.51,"24,823,809","136,798,497","2,321,002,438",2.68,-
893,2021-02-24,EIMI,38.69,"499,063,728","19,309,558,164","20,000,545,312",1.57,-
894,2021-02-24,IWDA,76.07,"406,483,614","30,919,443,417","32,577,601,995",1.29,-
895,2021-02-24,DPYA,5.58,"24,804,558","138,532,655","2,357,434,686",2.65,-
896,2021-02-24,LQDA,6.30,"310,623,522","1,955,909,101","8,258,314,554",2.89,2.21%
897,2021-02-24,EMCA,6.08,"110,438,680","671,753,576","1,799,756,401",3.98,3.29%
898,2021-02-24,IUAA,5.78,"375,405,656","2,169,184,415","3,528,971,881",2.09,1.26%
899,2021-02-25,EIMI,38.11,"499,139,179","19,023,170,824","19,700,931,172",1.57,-
900,2021-02-25,IWDA,76.43,"407,788,614","31,167,317,865","32,833,414,734",1.29,-
901,2021-02-25,DPYA,5.62,"24,804,558","139,491,269","2,373,747,361",2.62,-
902,2021-02-25,LQDA,6.29,"310,623,522","1,954,536,481","8,184,146,525",2.90,2.24%
903,2021-02-25,EMCA,6.08,"110,338,680","670,738,245","1,798,660,880",3.98,3.28%
904,2021-02-25,IUAA,5.77,"375,605,629","2,167,787,682","3,535,209,780",2.09,1.26%
