,Date,Ticker,NAV,Share out standing,Asset of class,Asset of fund,Distribution yield,YTM
0,demo,demo,demo,demo,demo,demo,demo,demo
1,2020/7/10,EIMI,29.45,"482,624,707","14,211,807,088","14,551,439,423",2.38,-
2,2020/7/10,IWDA,60.63,"381,473,169","23,129,936,325","23,755,663,599",1.74,-
3,2020/7/10,DPYA,4.57,"20,037,652","91,583,460","2,079,512,040",3.7,-
4,2020/7/10,LQDA,6.37,"371,685,380","2,368,771,851","11,149,116,286",3.09,2.16%
5,2020/7/10,EMCA,5.73,"65,266,066","374,075,268","1,072,518,167",4.54,4.35%
6,2020/7/10,IUAA,5.87,"315,558,764","1,852,771,268","3,376,503,062",2.41,1.14%
7,2020/7/11,EIMI,29.17,"482,624,707","14,077,935,009","14,414,368,083",2.36,-
8,2020/7/11,IWDA,61.14,"381,473,169","23,325,116,610","23,956,121,932",1.75,-
9,2020/7/11,DPYA,4.59,"20,037,652","92,045,836","2,090,010,711",3.74,-
10,2020/7/11,LQDA,6.35,"371,685,380","2,361,425,668","11,114,542,265",3.07,2.12%
11,2020/7/11,EMCA,5.73,"65,266,066","374,182,755","1,072,826,851",4.53,4.34%
12,2020/7/11,IUAA,5.86,"324,558,764","1,903,272,544","3,425,132,712",2.4,1.11%
13,2020/7/12,EIMI,29.17,"482,624,707","14,077,935,009","14,414,368,083",2.36,-
14,2020/7/12,IWDA,61.14,"381,473,169","23,325,116,610","23,956,121,932",1.75,-
15,2020/7/12,DPYA,4.59,"20,037,652","92,045,836","2,090,010,711",3.74,-
16,2020/7/12,LQDA,6.35,"371,685,380","2,361,425,668","11,114,542,265",3.07,2.12%
17,2020/7/12,EMCA,5.73,"65,266,066","374,182,755","1,072,826,851",4.53,4.34%
18,2020/7/12,IUAA,5.86,"324,558,764","1,903,272,544","3,425,132,712",2.4,1.11%
19,2020/7/13,EIMI,29.17,"482,624,707","14,077,935,009","14,414,368,083",2.36,-
20,2020/7/13,IWDA,61.14,"381,473,169","23,325,116,610","23,956,121,932",1.75,-
21,2020/7/13,DPYA,4.59,"20,037,652","92,045,836","2,090,010,711",3.74,-
22,2020/7/13,LQDA,6.35,"371,685,380","2,361,425,668","11,114,542,265",3.07,2.15%
23,2020/7/13,EMCA,5.73,"65,266,066","374,182,755","1,072,826,851",4.53,4.33%
24,2020/7/13,IUAA,5.86,"324,558,764","1,903,272,544","3,425,132,712",2.4,1.14%
25,2020/7/14,EIMI,29.25,"482,624,707","14,117,186,681","14,454,557,787",2.38,-
26,2020/7/14,IWDA,60.99,"381,473,169","23,266,798,882","23,896,220,317",1.74,-
27,2020/7/14,DPYA,4.59,"21,037,652","96,480,697","2,091,157,833",3.72,-
28,2020/7/14,LQDA,6.36,"374,336,182","2,381,929,102","11,287,343,098",3.08,2.15%
29,2020/7/14,EMCA,5.73,"65,363,893","374,768,867","1,072,898,863",4.53,4.33%
30,2020/7/14,IUAA,5.86,"331,558,764","1,944,270,960","3,466,087,954",2.41,1.14%
31,2020/7/19,EIMI,28.85,"482,624,707","13,923,633,460","14,256,379,051",2.43,-
32,2020/7/19,IWDA,62.09,"384,954,173","23,900,370,930","24,573,562,256",1.62,-
33,2020/7/19,DPYA,4.6,"21,062,652","96,897,467","2,093,342,700",3.74,-
34,2020/7/19,LQDA,6.41,"374,862,258","2,402,172,671","11,471,813,188",3.05,2.08%
35,2020/7/19,EMCA,5.75,"65,619,634","377,529,163","1,086,678,376",4.52,4.29%
36,2020/7/19,IUAA,5.88,"340,646,202","2,002,168,819","3,526,967,910",2.4,1.10%
37,2020/7/21,EIMI,29.11,"482,534,707","14,046,970,285","14,385,345,963",2.41,-
38,2020/7/21,IWDA,62.6,"384,894,665","24,094,678,040","24,777,125,502",1.62,-
39,2020/7/21,DPYA,4.55,"21,062,652","95,803,470","2,069,708,237",3.71,-
40,2020/7/21,LQDA,6.43,"376,862,258","2,421,809,052","11,543,520,567",3.05,2.07%
41,2020/7/21,EMCA,5.76,"65,619,634","378,091,925","1,088,298,231",4.52,4.27%
42,2020/7/21,IUAA,5.88,"340,646,202","2,004,131,368","3,530,424,185",2.4,1.12%
